rank,company,ticker,cik,public_float_usd,public_float,tier
4011,"RAVE RESTAURANT GROUP, INC.",RAVE,718332,28300000,$28M,small
4012,VALUE LINE INC,VALU,717720,28286673,$28M,small
4013,SYPRIS SOLUTIONS INC,SYPR,864240,28274420,$28M,small
4014,Z Squared Inc.,ZSQR,1759186,28225766,$28M,small
4015,Certiplex Corp,CPLX,1755347,28200000,$28M,small
4016,"ACORN ENERGY, INC.",ACFN,880984,28100000,$28M,small
4017,"GIFTIFY, INC.",GIFT,1760233,28006835,$28M,small
4018,WIDEPOINT CORP,WYY,1034760,28000000,$28M,small
4019,"OnKure Therapeutics, Inc.",OKUR,1637715,28000000,$28M,small
4020,DarioHealth Corp.,DRIO,1533998,27979487,$28M,small
4021,"electroCore, Inc.",ECOR,1560258,27950688,$28M,small
4022,Smart Powerr Corp.,CREG,721693,27900000,$28M,small
4023,"Lake Shore Bancorp, Inc. /MD/",LSBK,2059653,27817196,$28M,small
4024,"GREENWAY TECHNOLOGIES, INC. & SUBSIDIARIES",GWTI,1572386,27761470,$28M,small
4025,"Where Food Comes From, Inc.",WFCF,1360565,27604411,$28M,small
4026,CROWN CRAFTS INC,CRWS,25895,27600000,$28M,small
4027,ClearSign Technologies Corp,CLIR,1434524,27596237,$28M,small
4028,Grayscale Stellar Lumens Trust (XLM),GXLM,1761325,27438927,$27M,small
4029,CIK 1290476,,1290476,27436000,$27M,small
4030,374Water Inc.,SCWO,933972,27400000,$27M,small
4031,NEPHROS INC,NEPH,1196298,27317372,$27M,small
4032,AWARE INC /MA/,AWRE,1015739,27307956,$27M,small
4033,Verrica Pharmaceuticals Inc.,VRCA,1660334,27300000,$27M,small
4034,"SOLESENCE, INC.",SLSN,883107,27254231,$27M,small
4035,INNOVATE Corp.,VATE,1006837,27200000,$27M,small
4036,Global Crossing Airlines Group Inc.,JETBF,1846084,27173759,$27M,small
4037,CIK 95572,,95572,27172316,$27M,small
4038,"Home Federal Bancorp, Inc. of Louisiana",HFBL,1500375,27100000,$27M,small
4039,"DataMeds AI, Inc.",MEDS,2030763,27100000,$27M,small
4040,DATA I/O CORP,DAIO,351998,26901555,$27M,small
4041,"Outlook Therapeutics, Inc.",OTLK,1649989,26900000,$27M,small
4042,Bio Essence Corp,BIOE,1723059,26844590,$27M,small
4043,NEW PEOPLES BANKSHARES INC,NWPP,1163389,26831133,$27M,small
4044,READING INTERNATIONAL INC,RDI,716634,26804265,$27M,small
4045,HARTE HANKS INC,HHS,45919,26775155,$27M,small
4046,NATURAL ALTERNATIVES INTERNATIONAL INC,NAII,787253,26717000,$27M,small
4047,Aureus Greenway Holdings Inc,PUSA,2009312,26700000,$27M,small
4048,"RYTHM, Inc.",RYM,1800637,26690756,$27M,small
4049,CIK 89140,,89140,26641494,$27M,small
4050,"RenovoRx, Inc.",RNXT,1574094,26600000,$27M,small
4051,CRYO CELL INTERNATIONAL INC,CCEL,862692,26519624,$27M,small
4052,"Usio, Inc.",USIO,1088034,26468698,$26M,small
4053,CIK 1593773,,1593773,26185253,$26M,small
4054,Laser Photonics Corp,LASE,1807887,26131561,$26M,small
4055,NOODLES & Co,NDLS,1275158,26100000,$26M,small
4056,SOLITRON DEVICES INC,SODI,91668,26039223,$26M,small
4057,NETSOL TECHNOLOGIES INC,NTWK,1039280,25936035,$26M,small
4058,Leef Brands Inc.,LEEEF,1711141,25762000,$26M,small
4059,AURA SYSTEMS INC,AUSI,826253,25711000,$26M,small
4060,SCYNEXIS INC,SCYX,1178253,25650308,$26M,small
4061,byNordic Acquisition Corp,BYNOW,1801417,25614333,$26M,small
4062,Optex Systems Holdings Inc,OPXS,1397016,25591141,$26M,small
4063,PALATIN TECHNOLOGIES INC,PTN,911216,25548549,$26M,small
4064,NEUROONE MEDICAL TECHNOLOGIES Corp,NMTC,1500198,25500000,$26M,small
4065,"Passage BIO, Inc.",PASG,1787297,25400000,$25M,small
4066,"AleAnna, Inc.",ANNAW,1845123,25400000,$25M,small
4067,CIK 1848437,,1848437,25400000,$25M,small
4068,"Tianci International, Inc.",CIIT,1557798,25394128,$25M,small
4069,"GameSquare Holdings, Inc.",GAME,1714562,25391698,$25M,small
4070,WILLAMETTE VALLEY VINEYARDS INC,WVVIP,838875,25228957,$25M,small
4071,"United Health Products, Inc.",UEEC,1096938,25218657,$25M,small
4072,"Pulmatrix, Inc.",PULM,1574235,25200594,$25M,small
4073,"Mastech Digital, Inc.",MHH,1437226,24874000,$25M,small
4074,"Cadrenal Therapeutics, Inc.",CVKD,1937993,24868103,$25M,small
4075,CURIS INC,CRIS,1108205,24800000,$25M,small
4076,CIK 1936255,,1936255,24724519,$25M,small
4077,CIK 1851612,,1851612,24700000,$25M,small
4078,"Stabilis Solutions, Inc.",SLNG,1043186,24699074,$25M,small
4079,"Starfighters Space, Inc.",FJET,1947016,24680647,$25M,small
4080,Lexaria Bioscience Corp.,LEXX,1348362,24600000,$25M,small
4081,"KALA BIO, Inc.",KALA,1479419,24600000,$25M,small
4082,"Nuburu, Inc.",BURUW,1814215,24600000,$25M,small
4083,U S GLOBAL INVESTORS INC,GROW,754811,24546302,$25M,small
4084,"HNO International, Inc.",HNOI,1342916,24419192,$24M,small
4085,CIK 1839133,,1839133,24408708,$24M,small
4086,DYADIC INTERNATIONAL INC,DYAI,1213809,24224151,$24M,small
4087,"VisionWave Holdings, Inc.",VWAVW,2038439,24145849,$24M,small
4088,VitaNova Life Sciences Corp,VNOV,1699709,24121860,$24M,small
4089,Elite Health Systems Inc.,EHSI,1089815,23913000,$24M,small
4090,"PRECISION OPTICS CORPORATION, INC.",POCI,867840,23911000,$24M,small
4091,"NCS Multistage Holdings, Inc.",NCSM,1692427,23900000,$24M,small
4092,MOBIVITY HOLDINGS CORP.,MFON,1447380,23850348,$24M,small
4093,"TENAX THERAPEUTICS, INC.",TENX,34956,23840749,$24M,small
4094,"Beeline Holdings, Inc.",BLNE,1534708,23826587,$24M,small
4095,"PIONEER POWER SOLUTIONS, INC.",PPSI,1449792,23678000,$24M,small
4096,"LISATA THERAPEUTICS, INC.",LSTA,320017,23600000,$24M,small
4097,CIK 1455684,,1455684,23500000,$24M,small
4098,CIK 1008586,,1008586,23470199,$23M,small
4099,I-ON Digital Corp.,IONI,1580490,23330000,$23M,small
4100,"Katapult Holdings, Inc.",KPLT,1785424,23300000,$23M,small
4101,Beam Global,BEEM,1398805,23280367,$23M,small
4102,"AN2 Therapeutics, Inc.",ANTX,1880438,23078812,$23M,small
4103,PEDEVCO CORP,PED,1141197,23070209,$23M,small
4104,Invesco Galaxy Ethereum ETF,QETH,1995569,22943690,$23M,small
4105,CXApp Inc.,CXAIW,1820875,22942043,$23M,small
4106,"ORIGINCLEAR, INC.",OCLN,1419793,22930634,$23M,small
4107,"Vivos Therapeutics, Inc.",VVOS,1716166,22900000,$23M,small
4108,"Shattuck Labs, Inc.",STTK,1680367,22826702,$23M,small
4109,"Verde Clean Fuels, Inc.",VGASW,1841425,22800000,$23M,small
4110,Valuence Merger Corp. I,VMCUF,1892747,22763630,$23M,small
4111,21Shares Ethereum ETF,TETH,1992508,22751154,$23M,small
4112,MARIMED INC.,MRMD,1522767,22600000,$23M,small
4113,"bioAffinity Technologies, Inc.",BIAFW,1712762,22600000,$23M,small
4114,CIK 1463361,,1463361,22509406,$23M,small
4115,AIRWA INC.,YYAI,1674440,22438339,$22M,small
4116,"iBio, Inc.",IBIO,1420720,22429069,$22M,small
4117,"NewHydrogen, Inc.",NEWH,1371128,22420280,$22M,small
4118,vTv Therapeutics Inc.,VTVT,1641489,22364235,$22M,small
4119,Pluri Inc.,PLUR,1158780,22209416,$22M,small
4120,Ovid Therapeutics Inc.,OVID,1636651,22200000,$22M,small
4121,"MDB Capital Holdings, LLC",MDBH,1934642,22178831,$22M,small
4122,CIK 1865861,,1865861,22164380,$22M,small
4123,Australian Oilseeds Holdings Ltd,COOTW,1959994,22132569,$22M,small
4124,CIK 882361,,882361,22075799,$22M,small
4125,CIK 1341318,,1341318,22027733,$22M,small
4126,CIK 1671284,,1671284,22018509,$22M,small
4127,"Old QVC Group, Inc.",QVCAQ,1355096,22000000,$22M,small
4128,Greenland Technologies Holding Corp.,GTEC,1735041,21990000,$22M,small
4129,ARK RESTAURANTS CORP,ARKR,779544,21909042,$22M,small
4130,Fathom Holdings Inc.,FTHM,1753162,21905061,$22M,small
4131,POSITRON CORP,POSC,844985,21904585,$22M,small
4132,LGL GROUP INC,LGL,61004,21901648,$22M,small
4133,"Jerash Holdings (US), Inc.",JRSH,1696558,21900000,$22M,small
4134,"Serina Therapeutics, Inc.",SER,1708599,21800000,$22M,small
4135,AgEagle Aerial Systems Inc.,UAVS,8504,21750213,$22M,small
4136,CIK 1752372,,1752372,21700000,$22M,small
4137,"Vivakor, Inc.",VIVK,1450704,21638687,$22M,small
4138,"DYNARESOURCE, INC.",DYNR,1111741,21613795,$22M,small
4139,"FibroBiologics, Inc.",FBLG,1958777,21600000,$22M,small
4140,"NANOVIRICIDES, INC.",NNVC,1379006,21530000,$22M,small
4141,CIK 1838162,,1838162,21468572,$21M,small
4142,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",RVPH,1742927,21400000,$21M,small
4143,"Dare Bioscience, Inc.",DARE,1401914,21339826,$21M,small
4144,"Imunon, Inc.",IMNN,749647,21200000,$21M,small
4145,Nordicus Partners Corp,NORD,1011060,21126694,$21M,small
4146,"Armata Pharmaceuticals, Inc.",ARMP,921114,21100000,$21M,small
4147,FLANIGANS ENTERPRISES INC,BDL,12040,21031000,$21M,small
4148,CIK 1796129,,1796129,21000000,$21M,small
4149,"KYNTRA BIO, INC.",KYNB,921299,21000000,$21M,small
4150,"Flux Power Holdings, Inc.",FLUX,1083743,20991000,$21M,small
4151,"Marathon Bancorp, Inc. /MD/",MBBC,1835385,20911632,$21M,small
4152,CIK 1657045,,1657045,20885887,$21M,small
4153,QUANTUM X LABS INC.,QXL,797542,20800000,$21M,small
4154,MAYS J W INC,MAYS,54187,20796192,$21M,small
4155,Quest Resource Holding Corp,QRHC,1442236,20761804,$21M,small
4156,"Axil Brands, Inc.",AXIL,1718500,20708714,$21M,small
4157,NOBILITY HOMES INC,NOBH,72205,20700000,$21M,small
4158,Massimo Group,MAMO,1952853,20692509,$21M,small
4159,CIK 1627469,,1627469,20680000,$21M,small
4160,"ALLURION TECHNOLOGIES, INC.",ALURW,1964979,20666535,$21M,small
4161,CIK 1445942,,1445942,20591400,$21M,small
4162,U.S. GoldMining Inc.,USGO,1947244,20587453,$21M,small
4163,AMERICAN REALTY INVESTORS INC,ARL,1102238,20500000,$20M,small
4164,"Estrella Immunopharma, Inc.",ESLAW,1844417,20496203,$20M,small
4165,"Acrivon Therapeutics, Inc.",ACRV,1781174,20400000,$20M,small
4166,"MultiSensor AI Holdings, Inc.",MSAIW,1863990,20400000,$20M,small
4167,"Neuraxis, INC",NRXS,1933567,20400000,$20M,small
4168,"FDCTECH, INC.",FDCTD,1722731,20284067,$20M,small
4169,"Quanome Technologies, Inc.",QNME,1996192,20250000,$20M,small
4170,"JUPITER NEUROSCIENCES, INC.",JUNS,1679628,20200000,$20M,small
4171,"Fly-E Group, Inc.",FLYE,1975940,20200000,$20M,small
4172,Stark Novus Financial Inc.,NRDE,1759546,20199631,$20M,small
4173,"Global AI, Inc.",GLAI,1473490,20197564,$20M,small
4174,AIR T INC,AIRTP,353184,20100000,$20M,small
4175,Good Times Restaurants Inc.,GTIM,825324,20057910,$20M,small
4176,"AEye, Inc.",LIDRW,1818644,20000000,$20M,small
4177,"Aligos Therapeutics, Inc.",ALGS,1799448,19900000,$20M,small
4178,BARFRESH FOOD GROUP INC.,BRFH,1487197,19811066,$20M,small
4179,"Mobiquity Technologies, Inc.",MOBQW,1084267,19668000,$20M,small
4180,"QUAINT OAK BANCORP, INC.",QNTO,1391933,19600000,$20M,small
4181,BIODESIX INC,BDSX,1439725,19600000,$20M,small
4182,BranchOut Food Inc.,BOF,1962481,19600000,$20M,small
4183,TAO Synergies Inc.,TAOX,1571934,19435501,$19M,small
4184,"Dror Ortho-Design, Inc.",DROR,1282980,19417239,$19M,small
4185,TABLE TRAC INC,TBTC,1090396,19400000,$19M,small
4186,Cingulate Inc.,CINGW,1862150,19400000,$19M,small
4187,CIK 1881741,,1881741,19351251,$19M,small
4188,"Investview, Inc.",INVUP,862651,19336011,$19M,small
4189,THEGLOBE COM INC,TGLO,1066684,19311044,$19M,small
4190,"URBAN ONE, INC.",UONEK,1041657,19300000,$19M,small
4191,"COMSCORE, INC.",SCOR,1158172,19300000,$19M,small
4192,"Brilliant Earth Group, Inc.",BRLT,1866757,19300000,$19M,small
4193,CIK 1659323,,1659323,19200000,$19M,small
4194,"SenesTech, Inc.",SNES,1680378,19159000,$19M,small
4195,BIG SKY INDUSTRIAL INC.,BSIN,101594,19139919,$19M,small
4196,"Starco Brands, Inc.",STCB,1539850,19111681,$19M,small
4197,CEL SCI CORP,CVM,725363,19001215,$19M,small
4198,AppTech Payments Corp.,APCXW,1070050,19000000,$19M,small
4199,IX Acquisition Corp.,IXQWF,1852019,19000000,$19M,small
4200,"BlueOne Technologies, Inc.",BCRD,1496690,18900000,$19M,small
4201,CIK 1721741,,1721741,18900000,$19M,small
4202,"RELMADA THERAPEUTICS, INC.",RLMD,1553643,18893422,$19M,small
4203,"Latch, Inc.",LTCH,1826000,18800000,$19M,small
4204,"NETWORK-1 TECHNOLOGIES, INC.",NTIP,1065078,18790004,$19M,small
4205,"Ocean Power Technologies, Inc.",OPTT,1378140,18700000,$19M,small
4206,"BioAtla, Inc.",BCAB,1826892,18700000,$19M,small
4207,CAPITAL PROPERTIES INC /RI/,CPTP,202947,18700000,$19M,small
4208,OPTICAL CABLE CORP,OCC,1000230,18675056,$19M,small
4209,"Marygold Companies, Inc.",MGLD,1005101,18600000,$19M,small
4210,Quetta Acquisition Corp,QETAR,1978528,18469635,$18M,small
4211,"IGC Pharma, Inc.",IGC,1326205,18462163,$18M,small
4212,"REED'S, INC.",REED,1140215,18457633,$18M,small
4213,"Awaysis Capital, Inc.",AWCA,1021917,18317582,$18M,small
4214,CIK 1056285,,1056285,18200000,$18M,small
4215,HARVARD BIOSCIENCE INC,HBIO,1123494,18200000,$18M,small
4216,OFFICE PROPERTIES INCOME TRUST,OPI,1456772,18200000,$18M,small
4217,"VSEE HEALTH, INC.",VSEEW,1864531,18170000,$18M,small
4218,COGNITION THERAPEUTICS INC,CGTX,1455365,18162457,$18M,small
4219,GEE Group Inc.,JOB,40570,18141705,$18M,small
4220,Nevada Canyon Gold Corp.,NGLD,1605481,18118461,$18M,small
4221,"Telomir Pharmaceuticals, Inc.",TELO,1971532,18100000,$18M,small
4222,Paramount Gold Nevada Corp.,PZG,1629210,18016213,$18M,small
4223,"Boundless Bio, Inc.",BOLD,1782303,18000000,$18M,small
4224,ALX ONCOLOGY HOLDINGS INC,ALXO,1810182,18000000,$18M,small
4225,"PFS Bancorp, Inc.",PFSB,1967656,17949055,$18M,small
4226,AMCON DISTRIBUTING CO,DIT,928465,17941743,$18M,small
4227,"Charlie's Holdings, Inc.",CHUC,1134765,17900000,$18M,small
4228,"ABUNDIA GLOBAL IMPACT GROUP, INC.",AGIG,1156041,17898445,$18M,small
4229,CIK 1848756,,1848756,17879797,$18M,small
4230,"NextTrip, Inc.",NTRP,788611,17861362,$18M,small
4231,Ernexa Therapeutics Inc.,ERNAW,748592,17500000,$18M,small
4232,"Bridgeline Digital, Inc.",BLIN,1378590,17400000,$17M,small
4233,"Aspire Biopharma Holdings, Inc.",ASBPW,1847345,17400000,$17M,small
4234,CIK 1879103,,1879103,17400000,$17M,small
4235,CIK 2000640,,2000640,17355619,$17M,small
4236,CIK 1279695,,1279695,17351769,$17M,small
4237,"Marker Therapeutics, Inc.",MRKR,1094038,17312000,$17M,small
4238,"CYBERLOQ TECHNOLOGIES, INC.",CLOQ,1437517,17284957,$17M,small
4239,COFFEE HOLDING CO INC,JVA,1007019,17186147,$17M,small
4240,CIK 1845942,,1845942,17135217,$17M,small
4241,"Laredo Oil, Inc.",LRDC,1442492,17100000,$17M,small
4242,RESERVE PETROLEUM CO,RSRV,83350,17013553,$17M,small
4243,INNO HOLDINGS INC.,INHD,1961847,16953353,$17M,small
4244,CIK 1643988,,1643988,16900091,$17M,small
4245,PepGen Inc.,PEPG,1835597,16900000,$17M,small
4246,"WORLD HEALTH ENERGY HOLDINGS, INC.",WHEN,943535,16829215,$17M,small
4247,CIK 1687919,,1687919,16637252,$17M,small
4248,CIK 1413898,,1413898,16626180,$17M,small
4249,Longeveron Inc.,LGVN,1721484,16492155,$16M,small
4250,Lipocine Inc.,LPCN,1535955,16400000,$16M,small
4251,"EXICURE, INC.",XCUR,1698530,16400000,$16M,small
4252,Chilean Cobalt Corp.,COBA,1727255,16371627,$16M,small
4253,THUNDER MOUNTAIN GOLD INC,THMG,711034,16238799,$16M,small
4254,"SCI Engineered Materials, Inc.",SCIA,830616,16201719,$16M,small
4255,"zSpace, Inc.",ZSPC,1637147,16200000,$16M,small
4256,CIMG Inc.,CIMG,1527613,16194875,$16M,small
4257,Hashdex Nasdaq CME Crypto Index ETF,NCIQ,2031069,16145730,$16M,small
4258,Sphere 3D Corp.,ANY,1591956,16000000,$16M,small
4259,"HYDROFARM HOLDINGS GROUP, INC.",HYFM,1695295,16000000,$16M,small
4260,"MIRA PHARMACEUTICALS, INC.",MIRA,1904286,15950168,$16M,small
4261,TANDY LEATHER FACTORY INC,TLF,909724,15907771,$16M,small
4262,CIK 727207,,727207,15900000,$16M,small
4263,CIK 1301236,,1301236,15881126,$16M,small
4264,Artificial Intelligence Technology Solutions Inc.,AITX,1498148,15830267,$16M,small
4265,REALLOYS INC.,ALOY,1567900,15779834,$16M,small
4266,NOCOPI TECHNOLOGIES INC/MD/,NNUP,888981,15736600,$16M,small
4267,"CalciMedica, Inc.",CALC,1534133,15700000,$16M,small
4268,Worksport Ltd,WKSP,1096275,15619138,$16M,small
4269,"Zivo Bioscience, Inc.",ZIVO,1101026,15600000,$16M,small
4270,"Harvard Apparatus Regenerative Technology, Inc.",HRGN,1563665,15600000,$16M,small
4271,ASIAFIN HOLDINGS CORP.,ASFH,1828748,15578194,$16M,small
4272,ChronoScale Holdings Corp,CHRN,1549084,15551441,$16M,small
4273,RetinalGenix Technologies Inc.,RTGN,1836295,15506590,$16M,small
4274,"Beyond Air, Inc.",XAIR,1641631,15500000,$16M,small
4275,Rocket One Inc.,RKTO,1711786,15400000,$15M,small
4276,Amesite Inc.,AMST,1807166,15375000,$15M,small
4277,"TILLY'S, INC.",TLYS,1524025,15363799,$15M,small
4278,International Land Alliance Inc.,ILAL,1657214,15294797,$15M,small
4279,RAND CAPITAL CORP,RAND,81955,15230000,$15M,small
4280,"Precipio, Inc.",PRPO,1043961,15200000,$15M,small
4281,"ProPhase Labs, Inc.",PRPH,868278,15164927,$15M,small
4282,Royalty Management Holding Corp,RMCOW,1843656,15149705,$15M,small
4283,"Anebulo Pharmaceuticals, Inc.",ANEB,1815974,15057677,$15M,small
4284,CoJax Oil & Gas Corp,CJAX,1763925,15046671,$15M,small
4285,"Rent the Runway, Inc.",RENT,1468327,15000000,$15M,small
4286,Akari Therapeutics Plc,AKTX,1541157,15000000,$15M,small
4287,"Artiva Biotherapeutics, Inc.",ARTV,1817241,15000000,$15M,small
4288,CIK 1816937,,1816937,14991000,$15M,small
4289,"X4 Pharmaceuticals, Inc",XFOR,1501697,14900000,$15M,small
4290,GridAI Technologies Corp.,GRDX,1604191,14900000,$15M,small
4291,IB Acquisition Corp.,IBACR,1998781,14835000,$15M,small
4292,CIK 1761696,,1761696,14800000,$15M,small
4293,"Nexalin Technology, Inc.",NXL,1527352,14732207,$15M,small
4294,"Allarity Therapeutics, Inc.",ALLR,1860657,14730848,$15M,small
4295,"MANGOCEUTICALS, INC.",MGRX,1938046,14725437,$15M,small
4296,RemSleep Holdings Inc.,RMSL,1412126,14719113,$15M,small
4297,"POWERCOMPUTE, INC.",PWCM,1640384,14681600,$15M,small
4298,CVD EQUIPMENT CORP,CVV,766792,14612028,$15M,small
4299,Camp4 Therapeutics Corp,CAMP,1736730,14600000,$15M,small
4300,INTELLIGENT PROTECTION MANAGEMENT CORP.,IPM,1355839,14599700,$15M,small
4301,American Picture House Corp,APHP,1771995,14538150,$15M,small
4302,"GOLDENWELL BIOTECH, INC.",GWLL,1800373,14520000,$15M,small
4303,Hashdex Commodities Trust,DEFI,1985840,14516847,$15M,small
4304,Vulcan Infrastructure & Power Inc.,GREEL,1844971,14480618,$14M,small
4305,"CKX LANDS, INC.",CKX,352955,14441191,$14M,small
4306,Grayscale Zcash Trust (ZEC),ZCSH,1720265,14436171,$14M,small
4307,CIK 915358,,915358,14415624,$14M,small
4308,"Beachbody Company, Inc.",BODYW,1826889,14409127,$14M,small
4309,Prelude Therapeutics Inc,PRLD,1678660,14400000,$14M,small
4310,FOCUS UNIVERSAL INC.,FCUV,1590418,14396268,$14M,small
4311,"NOCERA, INC.",NCRA,1756180,14367529,$14M,small
4312,Rubber Leaf Inc,RLEA,1893657,14357366,$14M,small
4313,CIK 857949,,857949,14312744,$14M,small
4314,"Livento Group, Inc.",LIVG,1593549,14301080,$14M,small
4315,Revium Rx.,RVRC,1839140,14300000,$14M,small
4316,Data Storage Corp,DTST,1419951,14276639,$14M,small
4317,SIFCO INDUSTRIES INC,SIF,90168,14255290,$14M,small
4318,"Koil Energy Solutions, Inc.",KLNG,1110607,14245200,$14M,small
4319,IRIDEX CORP,IRIX,1006045,14240692,$14M,small
4320,"Stran & Company, Inc.",SWAGW,1872525,14207087,$14M,small
4321,Cohen & Co Inc.,COHN,1270436,14200000,$14M,small
4322,"Mercer Bancorp, Inc.",MSBB,1967306,14200000,$14M,small
4323,CIK 806517,,806517,14200000,$14M,small
4324,IEH Corp,IEHC,50292,14195300,$14M,small
4325,"USBC, Inc.",USBC,1074828,14110017,$14M,small
4326,CIK 1708176,,1708176,14034715,$14M,small
4327,Mediaco Holding Inc.,MDIA,1784254,13980999,$14M,small
4328,"Edesa Biotech, Inc.",EDSA,1540159,13978238,$14M,small
4329,OneMedNet Corp,ONMD,1849380,13800000,$14M,small
4330,CIK 1855457,,1855457,13800000,$14M,small
4331,BRIDGFORD FOODS CORP,BRID,14177,13750000,$14M,small
4332,CIK 1845459,,1845459,13735563,$14M,small
4333,CIK 1877557,,1877557,13727870,$14M,small
4334,"GeoVax Labs, Inc.",GOVX,832489,13723592,$14M,small
4335,Sky Quarry Inc.,SKYQ,1812447,13708300,$14M,small
4336,CIK 1850262,,1850262,13706795,$14M,small
4337,"Acurx Pharmaceuticals, Inc.",ACXP,1736243,13700000,$14M,small
4338,Barinthus Biotherapeutics plc.,BRNS,1828185,13700000,$14M,small
4339,"Pharma-Bio Serv, Inc.",PBSV,1304161,13638206,$14M,small
4340,"ESS Tech, Inc.",GWHWW,1819438,13600000,$14M,small
4341,"Earth Science Tech, Inc.",ETST,1538495,13576582,$14M,small
4342,"Charlotte's Web Holdings, Inc.",CWBHF,1750155,13500000,$14M,small
4343,BIOTRICITY INC.,BTCY,1630113,13498522,$13M,small
4344,"Aterian, Inc.",ATER,1757715,13400000,$13M,small
4345,Idaho Copper Corp,COPR-WT,1263364,13340657,$13M,small
4346,XMax Inc.,XMAX,1473334,13340000,$13M,small
4347,"Holistic Asset Finance Group Co., Ltd.",HAFG,1367993,13300000,$13M,small
4348,"Awareness Group, Inc.",TAAG,1386044,13274118,$13M,small
4349,"Cyber Enviro-Tech, Inc.",CETI,1935092,13254041,$13M,small
4350,FG Nexus Inc.,FGNXP,1591890,13200000,$13M,small
4351,Momentus Inc.,MNTSW,1781162,13200000,$13M,small
4352,"TAP REAL ESTATE TECHNOLOGIES, INC.",RWAX,1119190,13171807,$13M,small
4353,"FAST CASUAL CONCEPTS, INC.",FCCI,1807689,13115410,$13M,small
4354,Shimmick Corp,SHIM,1887944,13100000,$13M,small
4355,"Edgemode, Inc.",EDGM,1652958,13072762,$13M,small
4356,Synergy CHC Corp.,SNYR,1562733,13010344,$13M,small
4357,"Xos, Inc.",XOSWW,1819493,13000000,$13M,small
4358,Future FinTech Group Inc.,FTFT,1066923,12970000,$13M,small
4359,Athena Technology Acquisition Corp. II,ATEKW,1882198,12877810,$13M,small
4360,"Cellectar Biosciences, Inc.",CLRB,1279704,12846737,$13M,small
4361,VASO Corp,VASO,839087,12800000,$13M,small
4362,"Skkynet Cloud Systems, Inc.",SKKY,1546853,12798891,$13M,small
4363,Concrete Leveling Systems Inc,CLEV,1414382,12760833,$13M,small
4364,"Hongchang International Co., Ltd",HCIL,1086303,12754056,$13M,small
4365,"Health In Tech, Inc.",HIT,2019505,12720915,$13M,small
4366,TRIO-TECH INTERNATIONAL,TRT,732026,12704000,$13M,small
4367,"Envoy Medical, Inc.",COCHW,1840877,12700000,$13M,small
4368,"Gouverneur Bancorp, Inc./MD/",GOVB,1978811,12700000,$13M,small
4369,CIK 1922331,,1922331,12643507,$13M,small
4370,ARVANA INC,AVNI,1113313,12622776,$13M,small
4371,JOCOM HOLDINGS CORP.,JOCM,1907425,12602990,$13M,small
4372,"DNA X, Inc.",SONM,1178697,12600000,$13M,small
4373,"NextCure, Inc.",NXTC,1661059,12600000,$13M,small
4374,"Kalaris Therapeutics, Inc.",KLRS,1754068,12600000,$13M,small
4375,CIK 1842356,,1842356,12500000,$12M,small
4376,JFB Construction Holdings,JFB,2024306,12440230,$12M,small
4377,"Dolphin Entertainment, Inc.",DLPN,1282224,12420193,$12M,small
4378,Alchemy Investments Acquisition Corp 1,ALCUF,1901336,12400000,$12M,small
4379,"WEWARDS, INC.",WEWA,1616156,12382600,$12M,small
4380,"PodcastOne, Inc.",PODC,1940177,12300000,$12M,small
4381,"United States 12 Month Natural Gas Fund, LP",UNL,1405513,12224146,$12M,small
4382,FLYEXCLUSIVE INC.,FLYX-WT,1843973,12200000,$12M,small
4383,CIK 740663,,740663,12200000,$12M,small
4384,"Star Equity Holdings, Inc.",STRRP,1210708,12181784,$12M,small
4385,OZ VISION INC.,OZVN,1751707,12168870,$12M,small
4386,"Bionano Genomics, Inc.",BNGO,1411690,12154000,$12M,small
4387,"Banzai International, Inc.",PARAW,1826011,12147061,$12M,small
4388,"PetVivo Holdings, Inc.",PETV,1512922,12126991,$12M,small
4389,"TOMI Environmental Solutions, Inc.",TOMZ,314227,12112176,$12M,small
4390,CYPHERPUNK TECHNOLOGIES INC.,CYPH,1509745,12100000,$12M,small
4391,"Hyperscale Data, Inc.",GPUS-PD,896493,12100000,$12M,small
4392,"GREYSTONE LOGISTICS, INC.",GLGI,1088413,12083372,$12M,small
4393,"New ERA Energy & Digital, Inc.",NUAIW,2028336,12049122,$12M,small
4394,"Lite Strategy, Inc.",LITS,1262104,12000000,$12M,small
4395,OneMeta Inc.,ONEI,1388295,12000000,$12M,small
4396,CREDITRISKMONITOR COM INC,CRMZ,315958,11962885,$12M,small
4397,CIK 1978133,,1978133,11953959,$12M,small
4398,Jet.AI Inc.,JTAI,1861622,11905209,$12M,small
4399,BiomX Inc.,PHGE,1739174,11899466,$12M,small
4400,AMERICAN SHARED HOSPITAL SERVICES,AMS,744825,11889000,$12M,small
4401,"Snail, Inc.",SNAL,1886894,11877245,$12M,small
4402,Clean Vision Corp,CLNV,1391426,11842000,$12M,small
4403,Panamera Holdings Corp,PHCI,1620749,11833500,$12M,small
4404,CHICAGO RIVET & MACHINE CO,CVR,19871,11815794,$12M,small
4405,NORTECH SYSTEMS INC,NSYS,722313,11809220,$12M,small
4406,PAVmed Inc.,PAVM,1624326,11800000,$12M,small
4407,INTELLIGENT BIO SOLUTIONS INC.,INBS,1725430,11712017,$12M,small
